RANK	SYL	COUNT	P(Syl)     	Sum(P(Syl))
627	su:	237	0.0002345039	0.8841689062
628	haIm	237	0.0002345039	0.8844034101
629	fEs	237	0.0002345039	0.8846379140
630	ta:ks	234	0.0002315355	0.8848694496
631	Iz	234	0.0002315355	0.8851009851
632	mO6N	233	0.0002305461	0.8853315312
633	kYm	233	0.0002305461	0.8855620772
634	ha:p	233	0.0002305461	0.8857926233
635	t@l	232	0.0002295566	0.8860221799
636	bOn	232	0.0002295566	0.8862517365
637	draUf	231	0.0002285671	0.8864803036
638	di:6	229	0.0002265882	0.8867068918
639	vIC	228	0.0002255987	0.8869324906
640	gaN	228	0.0002255987	0.8871580893
641	QaIN	227	0.0002246093	0.8873826986
642	gi:pt	225	0.0002226303	0.8876053289
643	h2:6t	224	0.0002216409	0.8878269697
644	raUs	223	0.0002206514	0.8880476211
645	b@nt	223	0.0002206514	0.8882682725
646	e:6st	222	0.0002196619	0.8884879344
647	QEt	222	0.0002196619	0.8887075963
648	Sta	221	0.0002186725	0.8889262688
649	pE6	219	0.0002166935	0.8891429623
650	hN	219	0.0002166935	0.8893596558
651	Stra:	219	0.0002166935	0.8895763493
652	kans	218	0.0002157040	0.8897920534
653	kaIt	216	0.0002137251	0.8900057785
654	le	215	0.0002127356	0.8902185141
655	u:	214	0.0002117462	0.8904302603
656	nu:n	214	0.0002117462	0.8906420065
657	ve:6d	213	0.0002107567	0.8908527632
658	nUn	211	0.0002087778	0.8910615410
659	kEn	211	0.0002087778	0.8912703187
660	ro:	210	0.0002077883	0.8914781070
661	haU	209	0.0002067988	0.8916849059
662	ri:	208	0.0002058094	0.8918907152
663	pla:	208	0.0002058094	0.8920965246
664	ra:	206	0.0002038304	0.8923003550
665	t6n	205	0.0002028410	0.8925031960
666	faI	204	0.0002018515	0.8927050475
667	ti	203	0.0002008620	0.8929059095
668	fIl	203	0.0002008620	0.8931067715
669	vOlt	200	0.0001978936	0.8933046651
670	g@nt	200	0.0001978936	0.8935025588
671	p6	199	0.0001969042	0.8936994629
672	z@s	198	0.0001959147	0.8938953776
673	tsEs	198	0.0001959147	0.8940912923
674	e	198	0.0001959147	0.8942872070
675	QEnt	198	0.0001959147	0.8944831217
676	tE	197	0.0001949252	0.8946780469
677	StIm	197	0.0001949252	0.8948729721
678	vIl	196	0.0001939357	0.8950669078
679	tu:n	196	0.0001939357	0.8952608436
680	Si:	196	0.0001939357	0.8954547793
681	U	195	0.0001929463	0.8956477256
682	@nt	195	0.0001929463	0.8958406719
683	ta:l	194	0.0001919568	0.8960326287
684	fly:	194	0.0001919568	0.8962245855
685	gra:d	193	0.0001909673	0.8964155529
686	fy:	193	0.0001909673	0.8966065202
687	If	193	0.0001909673	0.8967974875
688	vaIt	192	0.0001899779	0.8969874654
689	raIn	191	0.0001889884	0.8971764538
690	StYk	191	0.0001889884	0.8973654422
691	tOY	190	0.0001879989	0.8975534412
692	l	190	0.0001879989	0.8977414401
693	zaU	189	0.0001870095	0.8979284496
694	l6	189	0.0001870095	0.8981154591
695	vi	187	0.0001850305	0.8983004896
696	ba:	187	0.0001850305	0.8984855201
697	haUs	186	0.0001840411	0.8986695612
698	fl	186	0.0001840411	0.8988536023
699	fa	186	0.0001840411	0.8990376433
700	brIN	186	0.0001840411	0.8992216844
701	baIt	186	0.0001840411	0.8994057255
702	Qu:	186	0.0001840411	0.8995897665
703	re:	185	0.0001830516	0.8997728181
704	kU6	185	0.0001830516	0.8999558697
705	zax	184	0.0001820621	0.9001379319
706	prIn	183	0.0001810727	0.9003190045
707	zIp	182	0.0001800832	0.9004990877
708	lOk	182	0.0001800832	0.9006791709
709	gar	182	0.0001800832	0.9008592541
710	Svi:	182	0.0001800832	0.9010393373
711	zu:x	181	0.0001790937	0.9012184310
712	tu:	181	0.0001790937	0.9013975247
713	fa:r	181	0.0001790937	0.9015766185
714	tsjo:n	180	0.0001781043	0.9017547227
715	raUm	180	0.0001781043	0.9019328270
716	Ste:t	180	0.0001781043	0.9021109312
717	SaI	180	0.0001781043	0.9022890355
718	xn	179	0.0001771148	0.9024661503
719	smar	178	0.0001761253	0.9026422756
720	fas	178	0.0001761253	0.9028184009
721	ta:h	177	0.0001751359	0.9029935368
722	fm	177	0.0001751359	0.9031686726
723	tsy:	176	0.0001741464	0.9033428190
724	traI	176	0.0001741464	0.9035169654
725	Sli:	176	0.0001741464	0.9036911118
726	Ih	176	0.0001741464	0.9038652582
727	park	174	0.0001721674	0.9040374256
728	mEnt	174	0.0001721674	0.9042095931
729	Ste:n	174	0.0001721674	0.9043817605
730	ku:	173	0.0001711780	0.9045529385
731	kre	173	0.0001711780	0.9047241165
732	kUs	173	0.0001711780	0.9048952945
733	fYn	173	0.0001711780	0.9050664725
734	lu	172	0.0001701885	0.9052366610
735	Qi:n	172	0.0001701885	0.9054068495
736	klap	171	0.0001691990	0.9055760485
737	ba:t	171	0.0001691990	0.9057452476
738	Ste:	171	0.0001691990	0.9059144466
739	tu:6	170	0.0001682096	0.9060826562
740	par	170	0.0001682096	0.9062508658
741	laU	170	0.0001682096	0.9064190754
742	kUn	170	0.0001682096	0.9065872849
743	SvIm	170	0.0001682096	0.9067554945
744	has	169	0.0001672201	0.9069227146
745	fEl	169	0.0001672201	0.9070899347
746	vOxN	168	0.0001662306	0.9072561654
747	Ij	168	0.0001662306	0.9074223960
748	fals	167	0.0001652412	0.9075876372
749	ICt	167	0.0001652412	0.9077528784
750	vY6n	166	0.0001642517	0.9079171301
751	na:r	166	0.0001642517	0.9080813818
752	ne:n	165	0.0001632622	0.9082446440
753	li:n	165	0.0001632622	0.9084079062
754	ti:	164	0.0001622728	0.9085701790
755	ru:f	164	0.0001622728	0.9087324518
756	je:n	164	0.0001622728	0.9088947246
757	i:6n	164	0.0001622728	0.9090569973
758	zEl	163	0.0001612833	0.9092182806
759	ti:m	162	0.0001602938	0.9093785745
760	taIl	162	0.0001602938	0.9095388683
761	fU6t	160	0.0001583149	0.9096971832
762	a:mts	160	0.0001583149	0.9098554981
763	nIks	159	0.0001573254	0.9100128235
764	kvEl	158	0.0001563360	0.9101691595
765	kaf	158	0.0001563360	0.9103254954
766	zOnst	157	0.0001553465	0.9104808419
767	vEC	157	0.0001553465	0.9106361884
768	t	157	0.0001553465	0.9107915349
769	la:	157	0.0001553465	0.9109468814
770	kal	157	0.0001553465	0.9111022279
771	zaI	155	0.0001533676	0.9112555954
772	rIn	155	0.0001533676	0.9114089630
773	fYmf	155	0.0001533676	0.9115623306
774	su	154	0.0001523781	0.9117147086
775	se:n	154	0.0001523781	0.9118670867
776	ba:6n	154	0.0001523781	0.9120194648
777	QaIm	154	0.0001523781	0.9121718429
778	k9l	153	0.0001513886	0.9123232315
779	markt	151	0.0001494097	0.9124726412
780	ho:	151	0.0001494097	0.9126220509
781	daxt	151	0.0001494097	0.9127714606
782	dat	151	0.0001494097	0.9129208703
783	f@	150	0.0001484202	0.9130692905
784	tsi:	149	0.0001474307	0.9132167212
785	di:s	148	0.0001464413	0.9133631625
786	j@	147	0.0001454518	0.9135086143
787	tsjo:	146	0.0001444623	0.9136530767
788	klaI	145	0.0001434729	0.9137965495
789	sUns	144	0.0001424834	0.9139390329
790	bu:xt	144	0.0001424834	0.9140815163
791	mYst	143	0.0001414939	0.9142230103
792	mEs	143	0.0001414939	0.9143645042
793	fE:6t	143	0.0001414939	0.9145059982
794	QIh	143	0.0001414939	0.9146474921
795	E	143	0.0001414939	0.9147889860
796	vYn	142	0.0001405045	0.9149294905
797	maIs	142	0.0001405045	0.9150699950
798	S@	142	0.0001405045	0.9152104994
799	zI	141	0.0001395150	0.9153500144
800	go	141	0.0001395150	0.9154895294
801	gY6t	141	0.0001395150	0.9156290445
802	QOp	141	0.0001395150	0.9157685595
803	x6	140	0.0001385255	0.9159070850
804	ta:g	140	0.0001385255	0.9160456105
805	me:	140	0.0001385255	0.9161841361
806	kOmt	140	0.0001385255	0.9163226616
807	StImt	140	0.0001385255	0.9164611871
808	vo	139	0.0001375361	0.9165987232
809	naxt	139	0.0001375361	0.9167362593
810	lEN	139	0.0001375361	0.9168737953
811	b@nts	139	0.0001375361	0.9170113314
812	S2:N	139	0.0001375361	0.9171488675
813	N@	139	0.0001375361	0.9172864035
814	Z@	138	0.0001365466	0.9174229501
815	nIts	137	0.0001355571	0.9175585072
816	nIs	137	0.0001355571	0.9176940644
817	kN	137	0.0001355571	0.9178296215
818	fraNk	136	0.0001345677	0.9179641892
819	dIN	136	0.0001345677	0.9180987568
820	Qa:mt	136	0.0001345677	0.9182333245
821	lOY	135	0.0001335782	0.9183669027
822	dI	135	0.0001335782	0.9185004809
823	QO6	135	0.0001335782	0.9186340591
824	zIt	134	0.0001325887	0.9187666478
825	le:kt	134	0.0001325887	0.9188992365
826	ga:l	134	0.0001325887	0.9190318253
827	fry:6	134	0.0001325887	0.9191644140
828	blaIm	134	0.0001325887	0.9192970027
829	fo	133	0.0001315993	0.9194286020
830	zi	132	0.0001306098	0.9195592118
831	vIS	132	0.0001306098	0.9196898215
832	jOt	132	0.0001306098	0.9198204313
833	baU	131	0.0001296203	0.9199500517
834	Spe:t	131	0.0001296203	0.9200796720
835	tsvo:	130	0.0001286309	0.9202083028
836	bIl	130	0.0001286309	0.9203369337
837	sIl	129	0.0001276414	0.9204645751
838	prak	129	0.0001276414	0.9205922164
839	k9p	129	0.0001276414	0.9207198578
840	IN	129	0.0001276414	0.9208474992
841	tsI	128	0.0001266519	0.9209741511
842	QYp	128	0.0001266519	0.9211008031
843	IS	128	0.0001266519	0.9212274550
844	zEn	127	0.0001256624	0.9213531174
845	rEkt	127	0.0001256624	0.9214787799
846	Saf	127	0.0001256624	0.9216044423
847	vE	126	0.0001246730	0.9217291153
848	krIs	126	0.0001246730	0.9218537883
849	flEks	126	0.0001246730	0.9219784613
850	QOY	126	0.0001246730	0.9221031342
851	sUN	125	0.0001236835	0.9222268178
852	nIS	125	0.0001236835	0.9223505013
853	dOh	125	0.0001236835	0.9224741848
854	dO	125	0.0001236835	0.9225978683
855	Q2:	125	0.0001236835	0.9227215518
856	pa	124	0.0001226940	0.9228442458
857	n@t	124	0.0001226940	0.9229669399
858	e:m	124	0.0001226940	0.9230896339
859	Ci:6	124	0.0001226940	0.9232123280
860	za:xt	123	0.0001217046	0.9233340326
861	lo	123	0.0001217046	0.9234557371
862	kvar	123	0.0001217046	0.9235774417
863	jEnS	123	0.0001217046	0.9236991463
864	va:n	122	0.0001207151	0.9238198614
865	k@n	122	0.0001207151	0.9239405765
866	hEd	122	0.0001207151	0.9240612916
867	raIts	121	0.0001197256	0.9241810173
868	mE6	121	0.0001197256	0.9243007429
869	val	120	0.0001187362	0.9244194791
870	mIn	120	0.0001187362	0.9245382152
871	kat	120	0.0001187362	0.9246569514
872	gro:	120	0.0001187362	0.9247756876
873	blaI	120	0.0001187362	0.9248944238
874	Stal	120	0.0001187362	0.9250131599
875	hOYt	119	0.0001177467	0.9251309066
876	gIp	119	0.0001177467	0.9252486533
877	StaIn	118	0.0001167572	0.9253654106
878	ra	117	0.0001157678	0.9254811783
879	lOYft	117	0.0001157678	0.9255969461
880	ko	117	0.0001157678	0.9257127139
881	tOl	116	0.0001147783	0.9258274922
882	nUnt	116	0.0001147783	0.9259422705
883	lI	116	0.0001147783	0.9260570488
884	traUm	115	0.0001137888	0.9261708376
885	nsvan	115	0.0001137888	0.9262846264
886	le:N	115	0.0001137888	0.9263984153
887	dU6	115	0.0001137888	0.9265122041
888	SIk	115	0.0001137888	0.9266259929
889	rEnts	114	0.0001127994	0.9267387923
890	mId	114	0.0001127994	0.9268515917
891	ge:m	114	0.0001127994	0.9269643910
892	C6	114	0.0001127994	0.9270771904
893	tsa:l	113	0.0001118099	0.9271890003
894	tra:	113	0.0001118099	0.9273008102
895	tUNs	113	0.0001118099	0.9274126201
896	ra:t	113	0.0001118099	0.9275244300
897	plEt	113	0.0001118099	0.9276362399
898	drIn	113	0.0001118099	0.9277480498
899	si:	112	0.0001108204	0.9278588702
900	kri:	112	0.0001108204	0.9279696906
901	zm	111	0.0001098310	0.9280795216
902	knap	111	0.0001098310	0.9281893525
903	brYk	111	0.0001098310	0.9282991835
904	haIst	110	0.0001088415	0.9284080250
905	brOYC	110	0.0001088415	0.9285168665
906	ja:r	109	0.0001078520	0.9286247185
907	hEl	109	0.0001078520	0.9287325705
908	fElt	109	0.0001078520	0.9288404225
909	dats	109	0.0001078520	0.9289482746
910	d@t	109	0.0001078520	0.9290561266
911	zu:xt	108	0.0001068626	0.9291629891
912	zICt	108	0.0001068626	0.9292698517
913	ve:ks	108	0.0001068626	0.9293767143
914	taI	108	0.0001068626	0.9294835768
915	ga	108	0.0001068626	0.9295904394
916	aIns	108	0.0001068626	0.9296973019
917	Qe:6	108	0.0001068626	0.9298041645
918	ze:ns	107	0.0001058731	0.9299100376
919	tE:	107	0.0001058731	0.9300159106
920	kON	107	0.0001058731	0.9301217837
921	hIm	107	0.0001058731	0.9302276568
922	glaI	107	0.0001058731	0.9303335299
923	Sli:s	107	0.0001058731	0.9304394030
924	mYl	106	0.0001048836	0.9305442866
925	bi	106	0.0001048836	0.9306491702
926	@t	106	0.0001048836	0.9307540539
927	glIC	105	0.0001038942	0.9308579480
928	dax	105	0.0001038942	0.9309618422
929	C@m	105	0.0001038942	0.9310657363
930	zUt	104	0.0001029047	0.9311686410
931	zUN	104	0.0001029047	0.9312715457
932	hIC	104	0.0001029047	0.9313744504
933	fra:N	104	0.0001029047	0.9314773550
934	So:m	104	0.0001029047	0.9315802597
935	n6t	103	0.0001019152	0.9316821749
936	ftse:n	103	0.0001019152	0.9317840901
937	fUn	103	0.0001019152	0.9318860054
938	QIns	103	0.0001019152	0.9319879206
939	@ts	103	0.0001019152	0.9320898358
940	trUm	102	0.0001009257	0.9321907615
941	ta:n	102	0.0001009257	0.9322916873
942	raICt	102	0.0001009257	0.9323926130
943	lUN	102	0.0001009257	0.9324935388
944	i:m	102	0.0001009257	0.9325944645
945	h2:	102	0.0001009257	0.9326953903
946	dEm	102	0.0001009257	0.9327963160
947	vants	101	0.0000999363	0.9328962523
948	t@ns	101	0.0000999363	0.9329961886
949	@m	101	0.0000999363	0.9330961248
950	va:	100	0.0000989468	0.9331950717
951	gIn	100	0.0000989468	0.9332940185
952	aUS	99	0.0000979573	0.9333919758
953	QE:	99	0.0000979573	0.9334899332
954	traU	98	0.0000969679	0.9335869010
955	nn	98	0.0000969679	0.9336838689
956	n2:	98	0.0000969679	0.9337808368
957	li:kt	98	0.0000969679	0.9338778046
958	pa:r	97	0.0000959784	0.9339737831
959	gn	97	0.0000959784	0.9340697615
960	fa:6	97	0.0000959784	0.9341657399
961	fUns	97	0.0000959784	0.9342617183
962	draInt	97	0.0000959784	0.9343576967
963	Us	97	0.0000959784	0.9344536751
964	tsl	96	0.0000949889	0.9345486640
965	Eks	96	0.0000949889	0.9346436530
966	za:kt	95	0.0000939995	0.9347376524
967	ve:k	95	0.0000939995	0.9348316519
968	tSUl	95	0.0000939995	0.9349256514
969	sas	95	0.0000939995	0.9350196508
970	kanst	95	0.0000939995	0.9351136503
971	Spi:	95	0.0000939995	0.9352076498
972	Qe:6st	95	0.0000939995	0.9353016492
973	vans	94	0.0000930100	0.9353946592
974	va:6n	94	0.0000930100	0.9354876692
975	vE6	94	0.0000930100	0.9355806793
976	to:6	94	0.0000930100	0.9356736893
977	ba	94	0.0000930100	0.9357666993
978	b@l	94	0.0000930100	0.9358597093
979	Qah	94	0.0000930100	0.9359527193
980	tsmIC	93	0.0000920205	0.9360447398
981	li:k	93	0.0000920205	0.9361367603
982	g@l	93	0.0000920205	0.9362287809
983	dO6	93	0.0000920205	0.9363208014
984	mIs	92	0.0000910311	0.9364118325
985	kOl	92	0.0000910311	0.9365028635
986	hmIt	92	0.0000910311	0.9365938946
987	fe:l	92	0.0000910311	0.9366849257
988	di:n	92	0.0000910311	0.9367759567
989	ve:N	91	0.0000900416	0.9368659983
990	du	91	0.0000900416	0.9369560399
991	balt	91	0.0000900416	0.9370460815
992	taIn	90	0.0000890521	0.9371351336
993	si	90	0.0000890521	0.9372241858
994	mUnt	90	0.0000890521	0.9373132379
995	lUs	90	0.0000890521	0.9374022900
996	ki	90	0.0000890521	0.9374913422
997	braUx	90	0.0000890521	0.9375803943
998	bI	90	0.0000890521	0.9376694464
999	QU	90	0.0000890521	0.9377584985
1000	vaIls	89	0.0000880627	0.9378465612
1001	tsi:n	89	0.0000880627	0.9379346239
1002	tsi:Ns	89	0.0000880627	0.9380226865
1003	nOm	89	0.0000880627	0.9381107492
1004	lan	89	0.0000880627	0.9381988118
1005	ja	89	0.0000880627	0.9382868745
1006	i:6t	89	0.0000880627	0.9383749372
1007	by	89	0.0000880627	0.9384629998
1008	Sla:g	89	0.0000880627	0.9385510625
1009	QaIns	89	0.0000880627	0.9386391252
1010	z@m	88	0.0000870732	0.9387261983
1011	rY	88	0.0000870732	0.9388132715
1012	ho:l	88	0.0000870732	0.9389003447
1013	dOY	88	0.0000870732	0.9389874179
1014	blaIp	88	0.0000870732	0.9390744911
1015	vaz	87	0.0000860837	0.9391605748
1016	tsU6	87	0.0000860837	0.9392466586
1017	baIn	87	0.0000860837	0.9393327423
1018	tsjo	85	0.0000841048	0.9394168471
1019	klas	85	0.0000841048	0.9395009519
1020	klINt	85	0.0000841048	0.9395850567
1021	ga:	85	0.0000841048	0.9396691614
1022	Sle:	85	0.0000841048	0.9397532662
1023	fu:s	84	0.0000831153	0.9398363816
1024	bo:	84	0.0000831153	0.9399194969
1025	pUNk	83	0.0000821259	0.9400016227
1026	lIs	83	0.0000821259	0.9400837486
1027	kEs	83	0.0000821259	0.9401658744
1028	gNt	83	0.0000821259	0.9402480003
1029	Ob	83	0.0000821259	0.9403301261
1030	O6t	83	0.0000821259	0.9404122520
1031	tsIk	82	0.0000811364	0.9404933884
1032	ro	82	0.0000811364	0.9405745248
1033	ge	82	0.0000811364	0.9406556611
1034	zOlt	81	0.0000801469	0.9407358081
1035	tQEs	81	0.0000801469	0.9408159550
1036	gro:s	81	0.0000801469	0.9408961019
1037	frOYn	81	0.0000801469	0.9409762488
1038	Q9f	81	0.0000801469	0.9410563957
1039	zEts	80	0.0000791574	0.9411355532
1040	pstn	80	0.0000791574	0.9412147106
1041	kla	80	0.0000791574	0.9412938681
1042	SO6n	80	0.0000791574	0.9413730255
1043	QIf	80	0.0000791574	0.9414521830
1044	C@s	80	0.0000791574	0.9415313404
1045	za:g	79	0.0000781680	0.9416095084
1046	ta:N	79	0.0000781680	0.9416876764
1047	s@l	79	0.0000781680	0.9417658444
1048	rEns	79	0.0000781680	0.9418440123
1049	nats	79	0.0000781680	0.9419221803
1050	ke:6s	79	0.0000781680	0.9420003483
1051	kaU	79	0.0000781680	0.9420785163
1052	dINt	79	0.0000781680	0.9421566843
1053	tICt	78	0.0000771785	0.9422338628
1054	dre:s	78	0.0000771785	0.9423110413
1055	dran	78	0.0000771785	0.9423882198
1056	StrEs	78	0.0000771785	0.9424653983
1057	Ik	78	0.0000771785	0.9425425768
1058	EN	78	0.0000771785	0.9426197553
1059	zICs	77	0.0000761890	0.9426959444
1060	pju:	77	0.0000761890	0.9427721334
1061	hEN	77	0.0000761890	0.9428483225
1062	grEs	77	0.0000761890	0.9429245115
1063	gIpt	77	0.0000761890	0.9430007005
1064	drI	77	0.0000761890	0.9430768896
1065	dICt	77	0.0000761890	0.9431530786
1066	QIj	77	0.0000761890	0.9432292677
1067	praI	76	0.0000751996	0.9433044673
1068	nUm	76	0.0000751996	0.9433796668
1069	nIk	76	0.0000751996	0.9434548664
1070	klE:6n	76	0.0000751996	0.9435300660
1071	SraI	76	0.0000751996	0.9436052656
1072	QI6	76	0.0000751996	0.9436804651
1073	zi:k	75	0.0000742101	0.9437546752
1074	pre:	75	0.0000742101	0.9438288853
1075	plat	75	0.0000742101	0.9439030955
1076	gn6	75	0.0000742101	0.9439773056
1077	f9l	75	0.0000742101	0.9440515157
1078	by:	75	0.0000742101	0.9441257258
1079	SEft	75	0.0000742101	0.9441999359
1080	Qa:mts	75	0.0000742101	0.9442741460
1081	tsi:m	74	0.0000732206	0.9443473666
1082	tax	74	0.0000732206	0.9444205873
1083	sI	74	0.0000732206	0.9444938079
1084	fUNk	74	0.0000732206	0.9445670285
1085	StEn	74	0.0000732206	0.9446402492
1086	Ek	74	0.0000732206	0.9447134698
1087	tsa:	73	0.0000722312	0.9447857010
1088	lu:t	73	0.0000722312	0.9448579322
1089	lIN	73	0.0000722312	0.9449301633
1090	ksy:	73	0.0000722312	0.9450023945
1091	ja:l	73	0.0000722312	0.9450746257
1092	gEl	73	0.0000722312	0.9451468569
1093	g@ns	73	0.0000722312	0.9452190880
1094	Qals	73	0.0000722312	0.9452913192
1095	vEt	72	0.0000712417	0.9453625609
1096	tUnt	72	0.0000712417	0.9454338026
1097	UNs	72	0.0000712417	0.9455050443
1098	Su:	72	0.0000712417	0.9455762860
1099	SaIt	72	0.0000712417	0.9456475277
1100	trIft	71	0.0000702522	0.9457177800
1101	nE:Cs	71	0.0000702522	0.9457880322
1102	mEl	71	0.0000702522	0.9458582844
1103	fYf	71	0.0000702522	0.9459285367
1104	de:N	71	0.0000702522	0.9459987889
1105	baISp	71	0.0000702522	0.9460690411
1106	Unh	71	0.0000702522	0.9461392934
1107	S	71	0.0000702522	0.9462095456
1108	Iks	71	0.0000702522	0.9462797978
1109	pi	70	0.0000692628	0.9463490606
1110	kam	70	0.0000692628	0.9464183234
1111	frOYt	70	0.0000692628	0.9464875861
1112	mEr	69	0.0000682733	0.9465558594
1113	kIn	69	0.0000682733	0.9466241327
1114	dOk	69	0.0000682733	0.9466924060
1115	Sa:	69	0.0000682733	0.9467606793
1116	QOk	69	0.0000682733	0.9468289526
1117	QIks	69	0.0000682733	0.9468972259
1118	QI6N	69	0.0000682733	0.9469654992
1119	CaUs	69	0.0000682733	0.9470337725
1120	tak	68	0.0000672838	0.9471010564
1121	snt	68	0.0000672838	0.9471683402
1122	gu:d	68	0.0000672838	0.9472356240
1123	dE	68	0.0000672838	0.9473029078
1124	Stu	68	0.0000672838	0.9473701917
1125	QEN	68	0.0000672838	0.9474374755
1126	raIC	67	0.0000662944	0.9475037699
1127	kUnft	67	0.0000662944	0.9475700642
1128	bal	67	0.0000662944	0.9476363586
1129	StUt	67	0.0000662944	0.9477026530
1130	Etst	67	0.0000662944	0.9477689473
1131	znt	66	0.0000653049	0.9478342522
1132	vO	66	0.0000653049	0.9478995571
1133	tsvOx	66	0.0000653049	0.9479648620
1134	tsaIC	66	0.0000653049	0.9480301669
1135	stn	66	0.0000653049	0.9480954718
1136	nO6	66	0.0000653049	0.9481607767
1137	klIN	66	0.0000653049	0.9482260816
1138	ki:l	66	0.0000653049	0.9482913865
1139	bms	66	0.0000653049	0.9483566914
1140	ant	66	0.0000653049	0.9484219963
1141	pro:	65	0.0000643154	0.9484863117
1142	na:h	65	0.0000643154	0.9485506271
1143	lIS	65	0.0000643154	0.9486149426
1144	glYk	65	0.0000643154	0.9486792580
1145	a:xs	65	0.0000643154	0.9487435734
1146	SpE:	65	0.0000643154	0.9488078888
1147	rI	64	0.0000633260	0.9488712148
1148	r@m	64	0.0000633260	0.9489345407
1149	knaI	64	0.0000633260	0.9489978667
1150	kI6	64	0.0000633260	0.9490611927
1151	gart	64	0.0000633260	0.9491245186
1152	draIs	64	0.0000633260	0.9491878446
1153	drUm	64	0.0000633260	0.9492511705
1154	bi:6t	64	0.0000633260	0.9493144965
1155	sIt	63	0.0000623365	0.9493768330
1156	le:k	63	0.0000623365	0.9494391695
1157	lEs	63	0.0000623365	0.9495015060
1158	klaIn	63	0.0000623365	0.9495638425
1159	j@n	63	0.0000623365	0.9496261790
1160	bUs	63	0.0000623365	0.9496885154
1161	Ul	63	0.0000623365	0.9497508519
1162	ve:m	62	0.0000613470	0.9498121990
1163	tse:l	62	0.0000613470	0.9498735460
1164	san	62	0.0000613470	0.9499348930
1165	hIs	62	0.0000613470	0.9499962400
1166	hIN	62	0.0000613470	0.9500575870
1167	aN	62	0.0000613470	0.9501189341
1168	Stu:	62	0.0000613470	0.9501802811
1169	SprICt	62	0.0000613470	0.9502416281
1170	gi:	61	0.0000603576	0.9503019857
1171	fO	61	0.0000603576	0.9503623432
