ipa_trigram,frequency
d_uː_h,200
ɐ_f_oː,200
ai_d_ə,200
a_s_z,200
t_v_ɔ,199
iː_m_l,199
h_au_z,199
eː_m_ɪ,199
b_ɐ_z,199
_p:__f_ɪ,199
n_k_l,198
l_b_ɐ,198
j_aː_f,198
ɐ_d_ɪ,198
a_x_ɪ,198
z_ɛ_ç,197
t_k_a,197
s_iː_ɐ,197
n_t_ʊ,197
f_ɔ_l,197
eː_ɐ_t,197
d_iː_l,197
aː_l_t,197
a_k_s,197
a_ɐ_f,197
t_m_ai,196
ŋ_s_t,196
n_ç_m,196
iː_m_a,196
a_m_ə,196
s_t_ai,195
ɔi_n_d,195
j_aː_t,195
ai_m_ɪ,195
aː_m_ə,195
z_uː_p,194
p_aː_ɐ,194
ə_n_ɛ,194
eː_ɐ_k,194
au_z_ə,194
aː_ʃ_t,194
z_iː_t,193
s_h_ai,193
s__p:__f,193
oː_a_l,193
n_b_ai,193
d_a_ɐ,193
ɐ_j_ɛ,193
ɐ_au_f,193
oː_b_ai,192
l_eː_b,192
iː_ai_n,192
_p:__f_ɔ,192
s_z_ɪ,191
s_uː_f,191
ɪ_s_k,191
ɪ_l_d,191
f_ɪ_l,191
eː_n_ɛ,191
b_l_øː,191
ɐ_k_ɔ,191
_p:__j_aː,191
eː_g_e,190
v_eː_n,190
ɔ_x_t,190
m_ai_s,190
ɪ_ŋ_s,190
ɪ_ɐ_v,190
eː_g_eː,190
eː_d_ɪ,190
v_oː_l,189
s_v_ɛː,189
n_f_ɔ,189
ə_a_l,189
eː_v_eː,189
ç_v_ɛ,189
x_t_h,188
l_oː_s,188
f_a_s,188
eː_r_ai,188
ai_t_s,188
_p:__oː_k,188
z_ɛ_t,187
ʏ_ɐ_t,187
ʊ_t_s,187
ʊ_s_m,187
t_ɛ_r,187
ʃ_l_ɪ,187
ɪ_m_ɛ,187
h_ɔ_x,187
eː_n_ɔ,187
eː_ɐ_ʃ,187
eː_ɐ_f,187
aː_p_d,187
v_ʊ_ɐ,186
r_yː_b,186
oː_g_ə,186
oː_ɐ_a,186
d_ə_d,186
ɐ_g_uː,186
t_d_ɔ,185
n_ɛ_t,185
ɪ_s_v,185
b_ɐ_g,185
ɐ_k_t,185
v_iː_ɪ,184
t_b_ai,184
oː_v_ɪ,184
n_t_ai,184
eː_l_ɛ,184
aː_m_d,184
s_t_k,183
m_p_l,183
ɪ_t_m,183
ç_g_ɛ,183
b_a_l,183
ɐ_aː_b,183
t_ə_l,182
s_t_uː,182
oː_ɪ_s,182
k_t_oː,182
ɛ_n_v,182
uː_h_a,181
n_z_a,181
ə_n_r,181
ə_d_eː,181
ə_au_ç,181
eː_n_t,181
d_iː_ʃ,181
s_uː_k,180
r_ə_m,180
oː_v_ɪ,180
l_oː_g,180
eː_d_eː,180
ɐ_ɪ_m,180
z_oː_aː,179
t_m_ʊ,179
r_ɪ_t,179
oː_v_ɛ,179
n_ɪ_ʃ,179
ɪ_ŋ_ə,179
ɛ_ɐ_p,179
ɐ_eː_s,179
au_f_m,179
s_t_f,178
ɪ_s_g,178
ə_oː_d,178
d_ɐ_ɪ,178
ç_k_a,178
aː_ɐ_j,178
v_ʊ_s,177
v_eː_z,177
eː_h_œ,177
_p:__f_yː,177
v_iː_g,176
uː_z_aː,176
t_b_ɪ,176
s_uː_r,176
oː_b_ə,176
n_l_a,176
iː_z_ɐ,176
ç_v_iː,176
b_l_ə,176
ɐ_t_v,176
aː_n_t,176
t_a_k,175
s__p:__z,175
l_t_m,175
l_g_ɛ,175
d_ɔi_t,175
au_s_t,175
v_iː_f,174
ʊ_n_z,174
uː_t_d,174
uː_n_t,174
t_r_au,174
t_k_ɔ,174
n_aː_n,174
d_uː_m,174
d_r_aː,174
ç_t_k,174
au_f_n,174
ai_n_ʃ,174
n_ɛ_m,173
l_eː_g,173
aː_m_z,173
aː_m_aː,173
t_s_l,172
t_oː_p,172
s_v_ɛ,172
oː_n_iː,172
l_aː_b,172
ɪ_n_v,172
ə_h_aː,172
ɐ_z_ʊ,172
ɐ_k_ai,172
t_f_iː,171
oː_n_ai,171
m_ɛ_l,171
m_eː_g,171
k_l_a,171
ɪ_r_ɛ,171
iː_a_l,171
eː_r_iː,171
d_ʊ_ŋ,171
v_iː_m,170
uː_p_ɐ,170
n_eː_v,170
f_ɛ_s,170
eː_s_t,170
eː_s_k,170
d_iː_b,170
d_iː_ai,170
aː_f_yː,170
t_ə_h,169
s_t_ʃ,169
s_d_ə,169
r_ɪ_s,169
r_ai_s,169
n_oː_n,169
n_n_a,169
n_d_ʊ,169
ɪ_ç_r,169
iː_g_a,169
ə_aː_b,169
aː_s_ɛ,169
z_iː_z,168
x_d_a,168
s_g_a,168
p_l_ɛ,168
ɔ_f_t,168
n_v_a,168
n_eː_g,168
ɪ_l_ɪ,168
iː_n_ɪ,168
b_ə_ɪ,168
au_ç_k,168
a_b_n,168
t_g_l,167
s_uː_g,167
s_n_eː,167
p_l_a,167
f_r_au,167
k_ʊ_n,166
g_ɪ_ŋ,166
ç_au_f,166
aː_n_v,166
v_iː_n,165
s_g_uː,165
r_eː_t,165
ɔ_f_ə,165
n_ə_f,165
n_ə_d,165
b_eː_z,165
b_eː_z,165
x_d_iː,164
t_n_uː,164
t_iː_ɐ,164
ʃ_p_aː,164
oː_p_d,164
oː_l_ə,164
n_f_iː,164
f_yː_l,164
ç_f_ɛ,164
a_n_b,164
z_ə_m,163
t_l_ç,163
s_t__p:_,163
s_k_oː,163
r_ʊ_m,163
r_a_ŋ,163
ɔ_x_z,163
n_au_d,163
m_d_iː,163
l_v_ai,163
l_t_h,163
ɪ_ɐ_z,163
eː_t_ɪ,163
d_ɪ_r,163
_p:__z_eː,163
v_r_ɪ,162
t_s_oː,162
t_ɔ_l,162
t_au_s,162
s_v_iː,162
s_m_ʊ,162
h_aː_h,162
ɛː_r_ə,162
ɛ_p_t,162
ə_k_r,162
ç_g_a,162
ɐ_n_a,162
ai_n_z,162
a_ɐ_m,162
t_v_eː,161
ʃ_n_ɛ,161
ʃ_ɪ_ç,161
s_oː_d,161
s_k_l,161
s_d_ɔ,161
h_a_b,161
ɛ_r_a,161
eː_v_ɪ,161
b_ɐ_au,161
ai_ŋ_eː,161
t_s_p,160
r_oː_t,160
oː_g_ɔ,160
l_aː_d,160
k_t_v,160
k_ɔ_s,160
ai_ç_ə,160
v_oː_d,159
t_t_d,159
t_ə_g,159
n_ə__p:_,159
l_a_l,159
iː_au_ç,159
f_ʊ_ŋ,159
ɛ_m_l,159
ç_t_ʊ,159
ç_d_ɛ,159
aː_n_aː,159
a_x_g,159
z_oː_au,158
z_aː_k,158
x_h_aː,158
s_uː_n,158
s_f_iː,158
s_d_ɪ,158
s_ai_g,158
r_eː_g,158
p_a_ɐ,158
n_ɪ_g,158
m_oː_n,158
ɪ_n_m,158
ɛ_s_ɐ,158
ç_t__p:_,158
aː_n_ɔ,158
aː_m_ʊ,158
aː_j_ɛ,158
x_au_ç,157
ʊ_s_ɪ,157
uː_m_ɪ,157
m_d_aː,157
l_ʊ_n,157
l_t_g,157
l_øː_t,157
eː_f_aː,157
ç_ɛ_ç,157
a_p_s,157
r_aː_k,156
p_d_iː,156
ɔ_ɐ_s,156
n_ə_ʃ,156
n_d_l,156
l_ɪ_s,156
eː_ɐ_n,156
d_ɛ_l,156
ai_l_ə,156
aː_l_a,156
aː_k_a,156
uː_m_d,155
t_ɐ_d,155
ɔ_p_f,155
iː_ɪ_ç,155
v_r_h,154
s_uː_d,154
n_t_oː,154
m_a_ɐ,154
l_a_t,154
h_a_n,154
eː_s_z,154
eː_g_ʊ,154
ɐ_g_a,154
v_ɪ_ç,153
uː_ɐ_d,153
oː_g_r,153
l_ɪ_t,153
ç_g_aː,153
aː_n_m,153
uː_n_v,152
ʃ_p_r,152
ʃ_au_ə,152
ɔ_x_eː,152
oː_l_a,152
n_z_ɛ,152
n_g_l,152
n_f_yː,152
ɪ_l_m,152
b_ɐ_eː,152
t_d_ɛ,151
n_yː_b,151
n_s_d,151
n_ɔ_m,151
eː_s_j,151
ç_t_au,151
ai_n_k,151
z_oː_eː,150
v_oː_b,150
s_uː_t,150
s_uː_h,150
l_t_ʊ,150
k_a_ɐ,150
ɪ_s_m,150
ə_s_g,150
eː_n_a,150
d_uː_v,150
d_iː_au,150
b_eː_d,150
v_aː_n,149
s_f_oː,149
oː_n_au,149
n_v_eː,149
ɪ_ɐ_au,149
eː_d_ɐ,149
b_ɐ_m,149
ɐ_n_d,149
t_r_ʊ,148
s_g_r,148
p_ʊ_ŋ,148
ɪ_t_g,148
ɪ_t_a,148
g_ə_p,148
ə_v_ɔ,148
ə_n_eː,148
ə_m_a,148
eː_d_aː,148
eː_ɐ_a,148
d_l_ɪ,148
ɐ_t_h,148
aː_b_ɪ,148
aː_ɐ_t,148
aː_ɐ_g,148
v_ɪ_ʃ,147
r_ə_s,147
r_ai_p,147
oː_l_ɪ,147
n_ə_v,147
ɪ_ɐ_n,147
f_d_iː,147
ə_f_oː,147
d_ɪ_n,147
ç_ɪ_s,147
ɐ_f_iː,147
ɐ_b_ɪ,147
aː_v_ɪ,147
aː_t_g,147
aː_l_ɛ,147
aː_ɪ_ɐ,147
t_ə_f,146
oː_k_oː,146
n_k_r,146
n_b_ɛ,146
m_aː_k,146
ɪ_s_ʃ,146
iː_m_ɪ,146
iː_j_aː,146
f_ɪ_ç,146
ai_n_p,146
a_n_j,146
t_n_a,145
t_iː_r,145
n_ɔi_ə,145
l_t_ʃ,145
k_t_ə,145
ɪ_s_ɛ,145
ɪ_g_ɐ,145
ɛ_l_s,145
ə_s_m,145
eː_s_m,145
d_aː_au,145
ç_n_uː,145
ɐ_a_n,145
aː_t_n,145
x_s_t,144
t_aː_g,144
r_iː_n,144
n_ʃ_p,144
n_iː_ɐ,144
l_s_ɪ,144
k_ai_t,144
h_ɔ_f,144
g_a_ɐ,144
d_ə_ɪ,144
aː_v_ai,144
t_yː_b,143
t_s__p:_,143
n_g_r,143
n_eː_a,143
k_l_au,143
d_iː_r,143
z_oː_oː,142
z_iː_ɪ,142
x_m_ɪ,142
ʃ_ɪ_k,142
s_b_ai,142
p_ə_n,142
n_ə_t,142
iː_r_ɪ,142
f_s_t,142
ɛ_n_ə,142
ç_t_h,142
ç_g_uː,142
aː_ɐ_v,142
z_iː_b,141
s_t_l,141
eː_v_ɛ,141
ai_s_eː,141
aː_s_b,141
t_ə_oː,140
m_ɐ_d,140
ɪ_n_ɛ,140
d_uː_k,140
v_iː_h,139
uː_d_ɛ,139
l_iː_b,139
g_ɛ_t,139
ɛ_n_f,139
d_r_h,139
b_ɛ_ʃ,139
au_ç_a,139
t_z_ai,138
r_ai_ç,138
oː_l_oː,138
oː_f_ɛ,138
n_ə_k,138
l_t_a,138
l_aː_n,138
h_ɪ_ŋ,138
ɛ_l_d,138
eː_ɐ_b,138
b_ʊ_ɐ,138
aː_ɐ_k,138
_p:__h_aː,138
t_j_eː,137
z_eː_r,137
t_eː_m,137
l_v_aː,137
l_m_ɪ,137
ɛ_l_p,137
ɐ_z_iː,137
au_ç_f,137
au_ç_ɛ,137
v_r_t,136
ʊ_ŋ_z,136
uː_l_ə,136
t_s_b,136
t_j_eː,136
t_aː_m,136
ʃ_p_ɛː,136
ɔi_n_t,136
n_v_ʏ,136
n_ə_s,136
l_t__p:_,136
ə_z_a,136
eː_n_m,136
d_iː__p:_,136
ɐ_n_uː,136
ɐ_m_ai,136
ɐ_d_ɛ,136
p_m_ɪ,135
p_ɛː_t,135
oː_g_uː,135
m_ɪ_l,135
j_aː_h,135
iː_s_t,135
ə_g_r,135
b_ɪ_t,135
ɐ_uː_n,135
ɐ_b_eː,135
_p:__z_ɔ,135
v_ai_ʃ,134
uː_n_h,134
ɪ_k_t,134
iː_ə_n,134
ə_ai_n,134
au_ç_f,134
a_n_aː,134
x_t_ɪ,133
s_l_ɪ,133
oː_n_ɛ,133
oː_ɪ_n,133
n_m_ʏ,133
n_eː_k,133
n_d_ai,133
m_aː_m,133
ɪ_s_ai,133
ə__p:__f,133
eː_b_ʊ,133
ç_t_a,133
ɐ_p_r,133
ɐ_k_a,133
z_iː_m,132
v_ai_n,132
uː_m_a,132
t_s_ɔi,132
t_g_r,132
s_n_ç,132
r_z_oː,132
oː_n_ʃ,132
ɪ_n_ʊ,132
eː_s_au,132
eː_f_yː,132
ç_t_f,132
ɐ_t_ʊ,132
ɐ_t_m,132
ɐ_ɛ_ɐ,132
au_s_d,132
z_iː_n,131
ʊ_x_t,131
t_oː_r,131
t_h_ɛ,131
t_ɛ_k,131
t_ai_g,131
n_eː_f,131
ɪ_n_n,131
ɛ_k_ə,131
ə_n_p,131
d_ɐ_h,131
b_ɐ_j,131
ɐ_g_l,131
aː_z_ɪ,131
a_x_s,131
v_iː_r,130
v_a_s,130
ʊ_ɐ_d,130
t_ə_j,130
t_ə_au,130
l_eː_r,130
l_aː_g,130
iː_n_uː,130
eː_r_eː,130
eː_h_eː,130
d_ə_s,130
ç_l_ɪ,130
ɐ_t_eː,130
ɐ__p:__f,130
aː_t_ʃ,130
z_oː_s,129
x_ɪ_ç,129
ʃ_uː_l,129
oː_s_ə,129
n_m_eː,129
ɪ_n_aː,129
ɛ_r_ɪ,129
b_ɐ_t,129
ɐ_v_a,129
z_iː_v,128
s_m_ai,128
ɔi_t_ʃ,128
l_ɔi_f,128
l_g_ʊ,128
k_a_t,128
j_aː_ai,128
ɪ_t_z,128
ɪ_s__p:_,128
iː_a_n,128
h_ʊ_n,128
g_l_ɪ,128
f_t_ə,128
ə_g_ɛ,128
ə_a_n,128
ɐ_g_r,128
aː_m_ɛ,128
aː_ɐ_m,128
a_x_v,128
a_s_v,128
_p:__aː_b,128
x_ai_n,127
t_uː_t,127
ʃ_v_ɛ,127
s_ə_t,127
ɪ_l_t,127
iː_f_iː,127
h_au_s,127
ç_d_r,127
ɐ_t_z,127
ɐ_t_n,127
au_n_ɪ,127
au_f__p:_,127
aː_s_ai,127
aː_l_m,127
oː_f_oː,126
n_l_ɛ,126
n_ə_g,126
n__p:__z,126
m_j_aː,126
h_eː_ɐ,126
d_ɐ_t,126
ç_f_iː,126
ɐ_n_aː,126
au_ç_ai,126
ai_t_eː,126
a_n_ɛ,126
_p:__z_ai,126
v_oː_ɪ,125
ʃ_l_aː,125
r_yː_ɐ,125
oː_d_uː,125
l_t_ai,125
ɪ_ç_eː,125
ɪ_ç_ɐ,125
iː_v_ɪ,125
d_aː_j,125
ç_k_oː,125
aː_m_t,125
uː_r_ʏ,124
s_ʊ_ŋ,124
oː_v_ai,124
n_p_aː,124
n_oː_p,124
a_s_iː,124
x_eː_n,123
ʊ_ŋ_ɪ,123
d_aː_j,123
ç_k_oː,123
n_eː_s,123
l_p_s,123
l_ai_d,123
ɪ_t_n,123
ɪ_k_ə,123
h_ai_m,123
n_oː_p,123
ç_t_ʃ,123
ç_oː_d,123
b_r_ɪ,123
aː_k_ai,123
aː_ai_n,123
_p:__d_aː,123
x_v_ai,122
ʊ_ŋ_eː,122
uː_ɐ_n,122
t_s_j,122
s_n_ɛ,122
r_d_aː,122
k_t_m,122
h_ɛ_ɐ,122
aː_l_aː,122
a_x_ɐ,122
a_l_b,122
x_ɪ_ɐ,121
v_ɛː_r,121
oː_n__p:_,121
oː_h_a,121
n_a_p,121
k_t_s,121
iː_m_aː,121
ə_uː_n,121
ə_n_ɔ,121
b_ɔ_k,121
aː_p_x,121
aː_n_k,121
aː_d_r,121
_p:__f_ʏ,121
uː_g_eː,120
s_d_ɛ,120
r_h_a,120
n_d_n,120
m_ʊ_t,120
d_aː_ʃ,120
b_ʊ_x,120
ai_t_d,120
ai_t_aː,120
a_n_a,120
_p:__ʃ_t,120
_p:__f_aː,120
z_ʊ_ŋ,119
s_yː_b,119
s_f_r,119
r_h_aː,119
oː_r_iː,119
oː_n_h,119
n_k_oː,119
n_a_ɐ,119
m_h_a,119
l_v_ɛ,119
l_ʊ_ŋ,119
l_ɪ_k,119
eː_v_ɔ,119
d_iː_ɛ,119
b_ai_ʊ,119
ɐ_g_n,119
ɐ_f_r,119
aː_n_h,119
aː_k_d,119
x_n_ɔ,118
t_k_r,118
ʃ_t_aː,118
s_t_b,118
s_ɪ_g,118
r_a_x,118
n_ʃ_ai,118
n_ɪ_t,118
l_ɛ_n,118
ɪ_t_v,118
ɪ_n_a,118
ɛ_n_l,118
ɛ_l_f,118
ə_ɪ_n,118
ə_au_f,118
eː_d_iː,118
b_aː_ɐ,118
ai_n_n,118
aː_k_ɪ,118
ʊ_p_ə,117
uː_m_g,117
t_l_ɛ,117
t_ə_aː,117
ʃ_t_ɔ,117
s_au_s,117
p_t_n,117
ɔ_x_v,117
oː__p:__f,117
n_z_aː,117
n_ɔi_n,117
n_d_ɔ,117
m_a_s,117
k_a_l,117
ɪ_n_g,117
ə_d_r,117
b_ə_l,117
b_eː_n,117
ɐ_l_au,117
n_uː_t,116
n_s_g,116
n_ai_g,116
m_v_ɪ,116
iː_ɪ_n,116
h_ɛ_l,116
f_t_ɪ,116
ə_s_v,116
eː_t_h,116
d_r_yː,116
ɐ_t_ai,116
ɐ_b_ə,116
a_l_ai,116
x_m_ai,115
t_r_eː,115
t_ə_t,115
s_z_ɔ,115
r_oː_f,115
r_ɪ_g,115
r_ɪ_f,115
r_ai_ŋ,115
n_ç_z,115
ɛ_ŋ_t,115
eː_n_g,115
l_aː_f,115
ɐ_z_ai,115
ai_n_ɛ,115
aː_ɐ_au,115
a_x_k,115
x_ɪ_n,114
ʊ_t_ɐ,114
uː_ɐ_z,114
ʃ_iː_d,114
r_ʊ_p,114
r_iː_g,114
p_ɔ_ɐ,114
oː_t_ə,114
n_s_n,114
m_eː_t,114
h_p_d,114
f_l_ai,114
f_aː_ɐ,114
ç_d_ɪ,114
b_l_ɪ,114
b_ɛ_t,114
ɐ_au_s,114
aː_uː_n,114
z_oː_ɛ,113
v_ɛ_s,113
ʊ_ŋ_v,113
uː_t_s,113
uː_n_iː,113
s_b_ɪ,113
s_aː_m,113
n_l_ɔi,113
n_h_ɛ,113
n_b_r,113
l_b_ə,113
l_au_z,113
j_aː_b,113
eː_z_ɛ,113
d_uː_n,113
ç_yː_b,113
aː_p_m,113
aː_p_j,113
aː_n_j,113
x_t_ʊ,112
v_oː_v,112
ʃ_v_iː,112
s_f_ɪ,112
ɛ_ŋ_t,112
n_f_ɪ,112
l_ə_d,112
l_aː_f,112
k_d_aː,112
ɪ_t_b,112
iː_uː_m,112
ə_s_t,112
ə_a_ɐ,112
eː_v_oː,112
eː_f_oː,112
d_ɔ_ɐ,112
d_ɐ_m,112
ç_z_aː,112
ɐ_t_aː,112
aː_n_n,112
_p:__z_aː,112
t_ɔi_ɐ,111
n_ʃ_l,111
n_k_ai,111
n_f_aː,111
l_t_j,111
l_eː_ɐ,111
iː_v_iː,111
ɛ_ç_n,111
eː_r_ʊ,111
ɐ_t_a,111
ai_l_z,111
ʔ_uː_ɐ,110
z_yː_s,110
x_n_eː,110
v_ɪ_n,110
t_z_ɔ,110
s_b_eː,110
eː_b_ɛ,110
eː_a_l,110
b_ʊ_ŋ,110
b_l_aː,110
aː_ɪ_m,110
aː_f_iː,110
aː_f_ə,110
aː_b_l,110
aː_ɐ_h,110
a_ŋ_s,110
z_ʏ_ç,109
ʊ_m_g,109
s_m_eː,109
s_b_ɛ,109
r_uː_f,109
oː_ɐ_d,109
n_t_x,109
n_s_ɪ,109
n_eː__p:_,109
m_iː_n,109
l_eː_f,109
iː_ʃ_t,109
ɛ_s_a,109
ə_f_ɛ,109
ɐ_f_aː,109
ai_l_s,109
aː_p_n,109
aː_l_ʃ,109
aː_l_h,109
aː_l_b,109
a_s_ɐ,109
_p:__z_ɛ,109
x_v_aː,108
ʃ_v_eː,108
p_d_a,108
oː_eː_s,108
k_aː_b,108
iː_ʊ_n,108
ə_v_ai,108
ç_aː_n,108
ai_s_g,108
ai_l_t,108
aː_t_au,108
uː_f_ə,107
t_oː_n,107
s_k_r,107
r_au_m,107
m_ɐ_g,107
ɪ_ɐ_ʃ,107
eː_n_k,107
ç_k_ɔ,107
ɐ_z_eː,107
ɐ_f_ɪ,107
aː_s_aː,107
aː_r_aː,107
t_k_l,106
t_f_yː,106
t_ə_k,106
r_a_ɐ,106
ɔ_x_k,106
oː_g_a,106
m_ɪ_m,106
m_ɐ_v,106
l_ɪ_g,106
l_ɛ_ŋ,106
ə_s_d,106
ɐ_v_eː,106
aː_t_h,106
aː_m_m,106
aː_g_ɪ,106
t_k_oː,105
t_g_uː,105
oː_b_ɪ,105
l_t_aː,105
l_s_d,105
l_ɪ_ʃ,105
ɪ_m_ɪ,105
g_eː_p,105
ə_v_ɛ,105
ai_t_ɪ,105
ai_n_ʊ,105
aː_l_f,105
x_b_ɪ,104
uː_m_ʊ,104
uː_m_ɛ,104
s_v_ɔ,104
s_iː_ə,104
r_ɪ_m,104
p_t_ɪ,104
k_g_eː,104
ɔ_x_au,104
uː_m_ʊ,104
n_ə_ɪ,104
m_z_ɔ,104
l_ɛ_p,104
k_g_eː,104
ə_z_ɪ,104
eː_k_s,104
d_ɐ_f,104
ɐ_b_ɛ,104
ʃ_p_ɔ,103
ɔ_x__p:_,103
oː_k_r,103
oː_d_r,103
n_h_ɪ,103
m_ʃ_t,103
l_t_t,103
ɪ_m_g,103
f_ɛ_ŋ,103
iː_l_g,103
d_iː_j,103
ç_f_a,103
ai_p_t,103
a_n__p:_,103
z_iː_j,102
z_a_l,102
t_oː_k,102
s_z_aː,102
r_ɛ_ŋ,102
p_z_ʏ,102
p_ɛ_n,102
ɔi_f_t,102
ɔ_ɐ_n,102
m_ɐ_m,102
l_v_iː,102
k_ɔ_p,102
ɪ_n_h,102
ɪ_l_s,102
ɪ_ɐ_j,102
iː_k_ɔ,102
g_ə_l,102
f_ai_n,102
d_iː_s,102
ç_au_s,102
b_ɐ_f,102
_p:__p_r,102
z_oː_p,101
t_a_ɐ,101
ɔ_k_t,101
œ_g_l,101
n_a_ŋ,101
k_aː_p,101
k_aː_n,101
ɪ_s_aː,101
iː_ʊ_ŋ,101
ə_s_k,101
ə_k_ɔ,101
eː_n_ʊ,101
ç_g_r,101
au_s_m,101
aː_t_ʊ,101
aː_ɪ_n,101
a_n_eː,101
a_l_k,101
ʊ_n_b,100
n_eː_z,100
n_au_z,100
k_ɛ_l,100
h_ai_t,100
f_ɛ_ŋ,100
ç_f_a,100
ç_b_ai,100
ɐ_z_ɛ,100
ɐ_f_ɔ,100
ɐ__p:__z,100
au_ɛ_ɐ,100
aː_v_oː,100
uː_m_t,99
t_b_ɛ,99
s_iː_ʊ,99
p_ʊ_t,99
n_eː_h,99
l_a_p,99
k_ɪ_s,99
ɪ_ʃ_d,99
h_oː_l,99
g_r_a,99
eː_s_ʃ,99
ɐ_z_ɔ,99
ɐ_ɛ_ç,99
ʏ_n_d,98
x_ʃ_oː,98
ʊ_ŋ_d,98
uː_d_aː,98
ɐ_t_g,98
t_g_aː,98
t_ə_a,98
aː_r_ɪ,98
s_f_yː,98
r_ʊ_k,98
r_oː_g,98
ɔ_x_ai,98
ŋ_k_s,98
n_eː_ʃ,98
m_v_aː,98
l_ɪ_ɐ,98
iː_ɪ_m,98
g_ʊ_ŋ,98
n_eː_z,98
ə_m_d,98
eː_n_b,98
ç_t_aː,98
ɐ_t_g,98
ɐ_d_uː,98
au_ç_ə,98
ai_s_au,98
ai_n_aː,98
aː_r_ɪ,98
aː_n_ai,98
a_x_h,98
au_ç_ə,97
t_g_ə,97
ʃ_v_a,97
s_l_ɛ,97
s_ə_l,97
s_ai_ŋ,97
p_oː_l,97
ɔ_ɐ_l,97
n_g_uː,97
n_eː_aː,97
m_aː_d,97
k_ɔ_x,97
ɪ_ɐ_s,97
ɛ_ç_ə,97
eː_t_aː,97
eː_ɐ_au,97
d_iː_aː,97
d_ə_v,97
d_aː__p:_,97
ç_t_l,97
b_ɐ_h,97
b_ai_ɪ,97
ɐ_t_oː,97
aː_d_ɔ,97
yː_ɐ_m,96
uː_d_eː,96
t_r_iː,96
s_z_eː,96
s_v_r,96
r_ɔ_f,96
m_v_r,96
m_œ_g,96
l_s_v,96
ɪ_n_j,96
f_ɛ_r,96
ə_ʃ_oː,96
eː_s__p:_,96
d_uː_b,96
ç_t_oː,96
ç_h_ɛ,96
ɐ_f_yː,96
aː_s_ə,96
x_n_uː,95
t_f_r,95
s_ɔi_k,95
œ_ç_t,95
øː_r_ə,95
n_t_uː,95
n_t_iː,95
ɪ_ŋ_eː,95
ɪ_ɐ_f,95
f_t_d,95
f_ə_l,95
ə_ɪ_ɐ,95
eː_r_uː,95
eː_k_a,95
ç_ɛ_n,95
b_ɐ_k,95
au_z_uː,95
aː_v_ɛ,95
aː_t_v,95
a_x_ʃ,95
uː_t_ɪ,94
t_ə_ʃ,94
s_oː_g,94
s_aː_n,94
r_v_aː,94
r_ai_z,94
n_r_ɪ,94
n_k_aː,94
n_ə_z,94
n_ə_h,94
m_œ_ç,94
m_oː_d,94
l_t_eː,94
g_n_v,94
g_aː_p,94
ɛ_ʃ_l,94
ə_m_v,94
eː_ɐ__p:_,94
d_ɐ_g,94
ç_f_r,94
ɐ_f_t,94
aː_s_p,94
aː_l_au,94
a_n_ai,94
a_m_ɛ,94
v_ɛ_k,93
uː_t_aː,93
s_t_ɔ,93
ŋ_l_ɪ,93
n_ʊ_t,93
n_iː_m,93
n_f_ʊ,93
m_ɛː_s,93
l_t_k,93
k_t_z,93
k_l_ɛ,93
ɪ_n_oː,93
ɪ_m_z,93
iː_k_r,93
h_ə__p:_,93
f_aː_t,93
d_r_v,93
b_a_x,93
ɐ_n_z,93
ai_n_h,93
aː_g_ɛ,93
v_n_m,92
oː_r_a,92
n_ə_l,92
iː_d_ɛ,92
iː_aː_t,92
ə_l_ɔi,92
eː_t_v,92
ç_t_r,92
ɐ_b_ʊ,92
aː_n_uː,92
aː_h_ɪ,92
aː_d_ɪ,92
_p:__au_ç,92
z_oː_uː,91
z_iː_k,91
z_iː_g,91
x_k_ai,91
x_h_p,91
p_v_oː,91
p_n_ɪ,91
oː_oː_d,91
n_r_eː,91
m_d_a,91
l_t_f,91
j_aː_uː,91
iː_l_ɔi,91
h_ɔ_l,91
f_ɛ_k,91
ɛː_s_ɪ,91
eː_d_ɛ,91
d_iː_uː,91
d_iː_p,91
aː_s_eː,91
aː_eː_s,91
a_x__p:_,91
x_j_aː,90
x_ɪ_m,90
x__p:__z,90
v_iː_b,90
ʊ_l_t,90
oː_n_r,90
oː_m_ɛ,90
ŋ_k_ɪ,90
ŋ_ɪ_ç,90
n_h_ai,90
n_b_l,90
l_ʏ_k,90
l_d_r,90
l_ai_t,90
k_oː_d,90
f_aː_m,90
ə_oː_r,90
eː_n_ʃ,90
ç_t_t,90
ç_n_a,90
b_l_ai,90
b_ɛ_l,90
au_s_ə,90
ai_g_eː,90
aː_l_k,90
a_x_b,90
a_ʃ_ə,90
a_ŋ_ɛ,90
a_n_l,90
a_m_s,90
r_ɪ_k,89
r_a_m,89
p_l_aː,89
l_m_aː,89
l_k_oː,89
iː_j_ɛ,89
f_eː_l,89
f_d_aː,89
ɛ_t_ɪ,89
ə_s_z,89
eː_ɐ_j,89
d_r_m,89
ç_v_ɔ,89
ç_t_ɛ,89
ç_oː_p,89
ɐ_v_ɔ,89
ɐ_v_oː,89
ɐ_k_ə,89
ai_d_ɪ,89
aː_m_f,89
aː_au_f,89
aː_a_v,89
a_m_t,89
a_k_ə,89
_p:__ɪ_ç,89
v_oː_h,88
uː_ɐ_v,88
t_h_ɪ,88
t_ɐ_g,88
t_au_z,88
s_uː_ʃ,88
s_uː_ɐ,88
s_t_ʏ,88
s_k_ai,88
p_aː_n,88
oː_ʃ_l,88
